rank,market,symbol,year,n_days,first_date,last_date,min_close,median_close,mean_close,max_close,penny_days,penny_day_ratio,one_tick_ge_10_days,gap_up_ge_10_days,gap_down_le_10_days,abs_gap_ge_10_days,abs_ret_ge_10_days,range_ge_10_days,one_tick_ge_20_days,gap_up_ge_20_days,gap_down_le_20_days,abs_gap_ge_20_days,abs_ret_ge_20_days,range_ge_20_days,one_tick_ge_30_days,gap_up_ge_30_days,gap_down_le_30_days,abs_gap_ge_30_days,abs_ret_ge_30_days,range_ge_30_days,one_tick_ge_50_days,gap_up_ge_50_days,gap_down_le_50_days,abs_gap_ge_50_days,abs_ret_ge_50_days,range_ge_50_days,one_tick_ge_100_days,gap_up_ge_100_days,gap_down_le_100_days,abs_gap_ge_100_days,abs_ret_ge_100_days,range_ge_100_days
6,FR,MLPHW.PA,2022,257,2022-01-03,2022-12-30,0.6072447896003723,0.7294824123382568,0.7289678679366056,0.932600438594818,257,1.0,0,3,1,4,4,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,FR,MLSEQ.PA,2022,257,2022-01-03,2022-12-30,0.006000000052154,0.0099999997764825,0.0096420233050933,0.0274999998509883,257,1.0,257,23,19,42,47,35,257,2,1,3,4,7,257,1,1,2,2,0,256,1,1,2,2,0,163,1,0,1,1,0
8,FR,MLPVG.PA,2022,257,2022-01-03,2022-12-30,0.0099999997764825,0.0099999997764825,0.0099999997764824,0.0099999997764825,257,1.0,257,0,0,0,0,0,257,0,0,0,0,0,257,0,0,0,0,0,257,0,0,0,0,0,257,0,0,0,0,0
9,FR,MLOCT.PA,2022,257,2022-01-03,2022-12-30,0.3300000131130218,0.5899999737739563,0.6156070038734243,0.9539999961853028,257,1.0,0,20,28,48,47,19,0,2,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,FR,MLSML.PA,2022,257,2022-01-03,2022-12-30,0.0005000000237487,0.0125000001862645,0.0144221790398539,0.0295000001788139,257,1.0,257,34,36,70,63,26,257,27,20,47,42,20,257,15,5,20,17,11,197,4,0,4,7,6,97,2,0,2,2,3
1,FR,ALNXT.PA,2023,255,2023-01-02,2023-12-29,0.4639999866485595,0.6579999923706055,0.6434549009098726,0.8320000171661377,255,1.0,0,0,0,0,2,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,FR,DPT.PA,2023,255,2023-01-02,2023-12-29,0.074194997549057,0.1243119984865188,0.1140220587744431,0.1336109936237335,255,1.0,84,1,0,1,8,23,0,0,0,0,1,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3,FR,EFI.PA,2023,255,2023-01-02,2023-12-29,0.2619999945163727,0.3000000119209289,0.3187137276518578,0.4460000097751617,255,1.0,0,12,9,21,21,2,0,6,2,8,8,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,FR,FINM.PA,2023,255,2023-01-02,2023-12-29,0.0900000035762786,0.1319999992847442,0.1401568610878551,0.209999993443489,255,1.0,6,11,9,20,19,1,0,8,5,13,13,1,0,3,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
5,FR,ALDV.PA,2023,255,2023-01-02,2023-12-29,0.0540000014007091,0.0649999976158142,0.0669921571279272,0.0759999975562095,255,1.0,255,13,9,22,19,2,0,4,2,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,FR,FIPP.PA,2023,255,2023-01-02,2023-12-29,0.1110000014305114,0.1280000060796737,0.1282078438529781,0.1500000059604644,255,1.0,0,2,13,15,12,16,0,2,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,FR,ALKKO.PA,2023,255,2023-01-02,2023-12-29,0.0803999975323677,0.1185000017285347,0.1151949023207028,0.1469999998807907,255,1.0,80,1,0,1,5,20,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,FR,AVT.PA,2023,255,2023-01-02,2023-12-29,0.0703999996185302,0.1739999949932098,0.1796007848253437,0.3743000030517578,255,1.0,20,2,2,4,31,85,0,1,1,2,10,27,0,0,1,1,3,11,0,0,0,0,0,2,0,0,0,0,0,0
9,FR,ACAN.PA,2023,255,2023-01-02,2023-12-29,0.2040374726057052,0.2247970998287201,0.2449608997387044,0.3402253687381744,255,1.0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,FR,ALECP.PA,2023,255,2023-01-02,2023-12-29,0.3709999918937683,0.5199999809265137,0.528847057094761,0.8619999885559082,255,1.0,0,0,1,1,5,21,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,FR,ALMKT.PA,2024,253,2024-01-02,2024-12-31,0.163000002503395,0.3840000033378601,0.3606438735728207,0.5,253,1.0,0,3,2,5,7,14,0,0,0,0,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2,FR,LEBL.PA,2024,256,2024-01-02,2024-12-31,0.3000000119209289,0.6150000095367432,0.5996406333288178,0.675000011920929,256,1.0,0,0,2,2,2,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,FR,MLAAH.PA,2024,256,2024-01-02,2024-12-31,0.0099999997764825,0.050000000745058,0.0536972657209843,0.0949999988079071,256,1.0,256,23,28,51,56,24,117,10,15,25,21,12,46,8,5,13,8,9,22,3,0,3,3,4,1,1,0,1,1,0
4,FR,MLAAT.PA,2024,256,2024-01-02,2024-12-31,0.0379999987781047,0.1599999964237213,0.1932890605385182,0.4000000059604645,256,1.0,79,12,7,19,19,0,22,9,4,13,13,0,0,7,2,9,9,0,0,1,0,1,1,0,0,0,0,0,0,0
5,FR,MLABC.PA,2024,206,2024-03-12,2024-12-31,0.0401820018887519,0.2899999916553497,0.287574574278975,0.2899999916553497,206,1.0,2,1,0,1,1,0,2,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0
6,FR,MLAGI.PA,2024,256,2024-01-02,2024-12-31,0.3499999940395355,0.4399999976158142,0.4801953112473711,0.6399999856948853,256,1.0,0,3,1,4,4,0,0,2,1,3,3,0,0,2,1,3,3,0,0,1,0,1,1,0,0,0,0,0,0,0
7,FR,MLALE.PA,2024,256,2024-01-02,2024-12-31,0.0010000000474974,0.0700000002980232,0.082535156403992,0.2739999890327453,256,1.0,212,1,4,5,5,0,67,0,2,2,2,0,67,0,2,2,2,0,67,0,2,2,2,0,67,0,0,0,0,0
8,FR,ALSPT.PA,2024,256,2024-01-02,2024-12-31,0.3499999940395355,0.4709999859333038,0.4812578129349276,0.6899999976158142,256,1.0,0,0,0,0,9,36,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,FR,ALMAR.PA,2024,256,2024-01-02,2024-12-31,0.202000007033348,0.4540000110864639,0.4722421877668239,0.9300000071525574,256,1.0,0,3,1,4,13,30,0,2,1,3,6,14,0,0,1,1,4,5,0,0,0,0,3,3,0,0,0,0,1,1
10,FR,ALEXP.PA,2024,256,2024-01-02,2024-12-31,0.3000000119209289,0.4740000069141388,0.4593203130643815,0.9900000095367432,256,1.0,0,17,17,34,42,31,0,2,2,4,8,13,0,1,0,1,2,6,0,0,0,0,2,2,0,0,0,0,0,0
1,FR,VMX.PA,2025,255,2025-01-02,2025-12-31,0.1465000063180923,0.2430000007152557,0.2399607844212476,0.3819999992847442,255,1.0,0,1,1,2,5,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,FR,ALAGO.PA,2025,255,2025-01-02,2025-12-31,0.0869999974966049,0.1583999991416931,0.1681956863578628,0.3274999856948852,255,1.0,1,2,2,4,38,149,0,0,0,0,14,47,0,0,0,0,6,21,0,0,0,0,3,7,0,0,0,0,0,1
3,FR,ALAGR.PA,2025,255,2025-01-02,2025-12-31,0.0342000015079975,0.0527999997138977,0.0560749021961408,0.0869999974966049,255,1.0,255,10,7,17,20,86,108,0,1,1,1,18,0,0,1,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0
4,FR,ALAMA.PA,2025,255,2025-01-02,2025-12-31,0.1400000005960464,0.2249999940395355,0.2208196077276678,0.2989999949932098,255,1.0,0,1,0,1,21,51,0,0,0,0,4,14,0,0,0,0,2,7,0,0,0,0,1,4,0,0,0,0,0,0
5,FR,ALARF.PA,2025,255,2025-01-02,2025-12-31,0.5,0.6000000238418579,0.6362070408521914,0.9300000071525574,255,1.0,0,11,19,30,35,54,0,4,3,7,5,13,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6,FR,ALATA.PA,2025,255,2025-01-02,2025-12-31,0.1134999990463256,0.1389999985694885,0.1384564704170413,0.1879999935626983,255,1.0,0,3,1,4,4,20,0,0,0,0,1,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
7,FR,SIGHT.PA,2025,255,2025-01-02,2025-12-31,0.0879999995231628,0.1708000004291534,0.1875639215988271,0.3129999935626983,255,1.0,8,3,1,4,16,51,0,2,0,2,5,14,0,2,0,2,2,8,0,0,0,0,0,1,0,0,0,0,0,0
8,FR,SLCO.PA,2025,255,2025-01-02,2025-12-31,0.2899999916553497,0.2899999916553497,0.2899999916553497,0.2899999916553497,255,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,FR,SRP.PA,2025,255,2025-01-02,2025-12-31,0.3840000033378601,0.5040000081062317,0.5759098043628768,0.9879999756813048,255,1.0,0,1,0,1,3,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,FR,PROAC.PA,2025,255,2025-01-02,2025-12-31,0.0434999987483024,0.0604999996721744,0.0590478431652573,0.0775000005960464,255,1.0,255,17,30,47,28,77,37,3,1,4,2,26,0,1,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1,HK,0018.HK,2020,248,2020-01-02,2020-12-31,0.2213930189609527,0.2496447414159774,0.2580595045320449,0.3292511403560638,248,1.0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,HK,0021.HK,2020,248,2020-01-02,2020-12-31,0.0750000029802322,0.0970000028610229,0.0988669355490034,0.135000005364418,248,1.0,0,0,5,5,5,22,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,HK,9919.HK,2020,238,2020-01-16,2020-12-31,0.2635050415992737,0.5332840085029602,0.5405201206938559,0.9975547194480896,238,1.0,0,0,0,0,11,41,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,HK,1721.HK,2020,248,2020-01-02,2020-12-31,0.3199999928474426,0.395000010728836,0.3903427423248368,0.4650000035762787,248,1.0,0,2,2,4,3,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,HK,1722.HK,2020,248,2020-01-02,2020-12-31,0.0780000016093254,0.101000003516674,0.1171451614749047,0.2220000028610229,248,1.0,0,0,1,1,10,47,0,0,0,0,1,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6,HK,1682.HK,2020,248,2020-01-02,2020-12-31,0.1500000059604644,0.2399999946355819,0.2373064514249563,0.3499999940395355,248,1.0,0,4,14,18,19,11,0,1,0,1,3,5,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
7,HK,1685.HK,2020,248,2020-01-02,2020-12-31,0.2054524719715118,0.2948196828365326,0.2877500997555832,0.5527869462966919,248,1.0,0,1,0,1,4,29,0,0,0,0,1,3,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0
8,HK,1690.HK,2020,248,2020-01-02,2020-12-31,0.0430555567145347,0.0533888861536979,0.0543090275098238,0.0800833329558372,248,1.0,0,3,7,10,9,14,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
9,HK,1692.HK,2020,248,2020-01-02,2020-12-31,0.2078096866607666,0.3982227891683578,0.3770242513668153,0.5396294593811035,248,1.0,0,2,0,2,6,26,0,1,0,1,4,10,0,0,0,0,3,6,0,0,0,0,0,3,0,0,0,0,0,0
10,HK,1695.HK,2020,248,2020-01-02,2020-12-31,0.06700000166893,0.0824999995529651,0.0861895164595015,0.123999997973442,248,1.0,0,3,5,8,14,33,0,0,0,0,2,11,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
1,HK,9998.HK,2021,247,2021-01-04,2021-12-31,0.1708860844373703,0.1889240592718124,0.1950853303497136,0.2990506291389465,247,1.0,0,1,3,4,9,28,0,1,1,2,2,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2,HK,9938.HK,2021,247,2021-01-04,2021-12-31,0.1190000027418136,0.1369999945163726,0.1366599188883777,0.2140000015497207,247,1.0,0,1,0,1,4,18,0,0,0,0,1,7,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
3,HK,9933.HK,2021,247,2021-01-04,2021-12-31,0.1379999965429306,0.1829999983310699,0.2095870450440688,0.3849999904632568,247,1.0,0,0,1,1,8,40,0,0,0,0,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
4,HK,9929.HK,2021,247,2021-01-04,2021-12-31,0.0590000003576278,0.0700000002980232,0.0715546561367357,0.0920000001788139,247,1.0,0,1,0,1,3,29,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,HK,0040.HK,2021,247,2021-01-04,2021-12-31,0.5196715593338013,0.5926080346107483,0.5982923676610475,0.6928957104682922,247,1.0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,HK,0039.HK,2021,247,2021-01-04,2021-12-31,0.0350000001490116,0.0630000010132789,0.0655910935147329,0.0949999988079071,247,1.0,0,3,0,3,7,58,0,0,0,0,2,11,0,0,0,0,1,7,0,0,0,0,0,3,0,0,0,0,0,0
7,HK,0037.HK,2021,247,2021-01-04,2021-12-31,0.1150000020861625,0.1340000033378601,0.1340040482490168,0.1599999964237213,247,1.0,0,3,0,3,4,9,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8,HK,0031.HK,2021,247,2021-01-04,2021-12-31,0.4274127185344696,0.5756987929344177,0.567015909231626,0.7065393924713135,247,1.0,0,0,0,0,7,17,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,HK,0030.HK,2021,247,2021-01-04,2021-12-31,0.2380000054836273,0.3799999952316284,0.3756680159192336,0.5600000023841858,247,1.0,0,0,0,0,10,25,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,HK,0022.HK,2021,247,2021-01-04,2021-12-31,0.0243238061666488,0.0282998122274875,0.0283935552741954,0.0325096994638443,247,1.0,0,3,4,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,HK,0007.HK,2022,246,2022-01-03,2022-12-30,0.1599999964237213,0.202000007033348,0.2176422773580241,0.3059999942779541,246,1.0,0,1,0,1,8,46,0,0,0,0,2,11,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
2,HK,9998.HK,2022,246,2022-01-03,2022-12-30,0.1462025344371795,0.1708860844373703,0.1718663203158998,0.2022151947021484,246,1.0,0,1,2,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,HK,9900.HK,2022,246,2022-01-03,2022-12-30,0.0915706530213356,0.1732119619846343,0.1749610319067307,0.3221521973609924,246,1.0,0,6,4,10,13,52,0,0,0,0,3,12,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0
4,HK,0039.HK,2022,246,2022-01-03,2022-12-30,0.0370000004768371,0.0930000022053718,0.0853373984071781,0.1550000011920929,246,1.0,0,7,2,9,19,99,0,0,0,0,2,21,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
5,HK,0040.HK,2022,246,2022-01-03,2022-12-30,0.5128443241119385,0.5769498944282532,0.5759004698536261,0.7567145824432373,246,1.0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,HK,0042.HK,2022,246,2022-01-03,2022-12-30,0.2339999973773956,0.3100000023841858,0.3574308942003948,0.6899999976158142,246,1.0,0,4,1,5,11,46,0,0,0,0,2,11,0,0,0,0,1,3,0,0,0,0,1,2,0,0,0,0,0,1
7,HK,0048.HK,2022,246,2022-01-03,2022-12-30,0.4000000059604645,0.5600000023841858,0.5907723564442581,0.8999999761581421,246,1.0,0,8,7,15,14,17,0,1,0,1,3,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,HK,9929.HK,2022,246,2022-01-03,2022-12-30,0.0399999991059303,0.0610000006854534,0.0600284554851733,0.0750000029802322,246,1.0,0,2,0,2,6,16,0,0,0,0,3,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9,HK,9933.HK,2022,246,2022-01-03,2022-12-30,0.2949999868869781,0.3799999952316284,0.3836382111398185,0.5,246,1.0,0,7,1,8,13,38,0,1,0,1,2,6,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
10,HK,9938.HK,2022,246,2022-01-03,2022-12-30,0.0949999988079071,0.1140000000596046,0.1141869921267517,0.1580000072717666,246,1.0,0,0,1,1,8,13,0,0,0,0,2,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,HK,9998.HK,2023,243,2023-01-03,2023-12-29,0.0987341776490211,0.1518987268209457,0.1509142091858043,0.2012658268213272,243,1.0,0,2,11,13,17,21,0,0,0,0,4,7,0,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0
2,HK,9929.HK,2023,243,2023-01-03,2023-12-29,0.0410000011324882,0.0640000030398368,0.0605514408721599,0.0769999995827674,243,1.0,0,0,1,1,3,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,HK,9916.HK,2023,243,2023-01-03,2023-12-29,0.3899999856948852,0.6600000262260437,0.6468518489182241,0.8899999856948853,243,1.0,0,3,2,5,6,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,HK,9900.HK,2023,243,2023-01-03,2023-12-29,0.0595760904252529,0.1103260889649391,0.1059221275641348,0.1566630452871322,243,1.0,0,5,5,10,16,36,0,0,1,1,5,15,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
5,HK,0040.HK,2023,243,2023-01-03,2023-12-29,0.4304229021072387,0.4945284724235534,0.4968462029602302,0.5586339831352234,243,1.0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,HK,0039.HK,2023,243,2023-01-03,2023-12-29,0.0529999993741512,0.1299999952316284,0.1290534981238989,0.2269999980926513,243,1.0,0,7,3,10,20,89,0,1,0,1,3,23,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0
7,HK,0031.HK,2023,243,2023-01-03,2023-12-29,0.3050000071525574,0.3792207837104797,0.3764320424309483,0.4455844163894653,243,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,HK,0030.HK,2023,243,2023-01-03,2023-12-29,0.248999997973442,0.248999997973442,0.248999997973442,0.248999997973442,243,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,HK,0022.HK,2023,243,2023-01-03,2023-12-29,0.0128635512664914,0.017307324334979,0.0170041420017924,0.0210494492202997,243,1.0,0,1,1,2,4,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,HK,0021.HK,2023,243,2023-01-03,2023-12-29,0.0649999976158142,0.096000000834465,0.0997572019083018,0.1449999958276748,243,1.0,0,5,16,21,16,38,0,0,0,0,3,12,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1,HK,2336.HK,2024,246,2024-01-02,2024-12-31,0.0630000010132789,0.1209999993443489,0.1263658542761473,0.1720000058412552,246,1.0,0,5,9,14,19,9,0,2,0,2,3,2,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0
2,HK,2330.HK,2024,246,2024-01-02,2024-12-31,0.0750000029802322,0.1700000017881393,0.1891077526095436,0.4300000071525574,246,1.0,0,7,18,25,33,31,0,0,4,4,9,17,0,0,2,2,5,10,0,0,0,0,1,5,0,0,0,0,0,0
3,HK,2329.HK,2024,246,2024-01-02,2024-12-31,0.0219999998807907,0.1049999967217445,0.087821138265535,0.2010000050067901,246,1.0,0,12,26,38,40,119,0,1,1,2,7,52,0,0,1,1,3,18,0,0,0,0,2,5,0,0,0,0,1,1
4,HK,2327.HK,2024,246,2024-01-02,2024-12-31,0.1096971556544303,0.1774232164025306,0.1855304166674614,0.293599396944046,246,1.0,0,2,10,12,11,73,0,1,1,2,3,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
5,HK,2326.HK,2024,246,2024-01-02,2024-12-31,0.0099999997764825,0.0099999997764825,0.0108699186106885,0.0160000007599592,246,1.0,130,22,1,23,29,78,0,0,0,0,5,19,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0
6,HK,2324.HK,2024,246,2024-01-02,2024-12-31,0.0780000016093254,0.1180000007152557,0.141743902753039,0.5899999737739563,246,1.0,0,11,9,20,25,41,0,1,1,2,9,20,0,0,0,0,5,12,0,0,0,0,2,6,0,0,0,0,2,4
7,HK,2323.HK,2024,246,2024-01-02,2024-12-31,0.0130000002682209,0.0179999992251396,0.0195650407643155,0.0419999994337558,246,1.0,0,10,17,27,40,97,0,1,0,1,6,32,0,1,0,1,1,12,0,1,0,1,1,4,0,0,0,0,1,1
8,HK,2317.HK,2024,246,2024-01-02,2024-12-31,0.3688993453979492,0.440206915140152,0.450933319402904,0.5240752100944519,246,1.0,0,3,7,10,5,5,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,HK,2312.HK,2024,246,2024-01-02,2024-12-31,0.0799999982118606,0.1120000034570694,0.1189597887782061,0.375,246,1.0,0,8,11,19,22,20,0,0,0,0,6,11,0,0,0,0,4,11,0,0,0,0,2,4,0,0,0,0,1,3
10,HK,2310.HK,2024,246,2024-01-02,2024-12-31,0.0209999997168779,0.032999999821186,0.0350000001187246,0.0839999988675117,246,1.0,0,26,23,49,42,48,0,3,3,6,5,26,0,1,1,2,3,11,0,0,0,0,1,5,0,0,0,0,1,2
1,HK,9938.HK,2025,246,2025-01-02,2025-12-31,0.06700000166893,0.1019999980926513,0.1022967481455666,0.1480000019073486,246,1.0,0,10,6,16,19,19,0,1,0,1,3,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2,HK,0018.HK,2025,246,2025-01-02,2025-12-31,0.3100000023841858,0.3548611104488373,0.3548814350269674,0.3986110985279083,246,1.0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,HK,0021.HK,2025,246,2025-01-02,2025-12-31,0.0869999974966049,0.1169999986886978,0.1174268291854276,0.1790000051259994,246,1.0,0,5,13,18,28,56,0,2,0,2,3,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,HK,0022.HK,2025,246,2025-01-02,2025-12-31,0.0140329655259847,0.1299999952316284,0.1131021989986481,0.2949999868869781,246,1.0,0,6,1,7,27,57,0,0,0,0,8,14,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0
5,HK,0036.HK,2025,246,2025-01-02,2025-12-31,0.1439999938011169,0.3549999892711639,0.3551056902340757,0.7599999904632568,246,1.0,0,6,12,18,20,45,0,1,1,2,6,22,0,0,0,0,4,14,0,0,0,0,2,5,0,0,0,0,0,0
6,HK,0037.HK,2025,246,2025-01-02,2025-12-31,0.3849999904632568,0.4600000083446502,0.4647357715823786,0.5400000214576721,246,1.0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,HK,0039.HK,2025,246,2025-01-02,2025-12-31,0.0540000014007091,0.0879999995231628,0.0925813007009465,0.125,246,1.0,0,1,1,2,4,30,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
8,HK,0040.HK,2025,246,2025-01-02,2025-12-31,0.4664997160434723,0.605968713760376,0.6082726706091951,0.7710400223731995,246,1.0,0,0,0,0,1,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,HK,0042.HK,2025,246,2025-01-02,2025-12-31,0.2300000041723251,0.270000010728836,0.2736382104638146,0.3449999988079071,246,1.0,0,2,0,2,4,25,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
10,HK,0048.HK,2025,246,2025-01-02,2025-12-31,0.1359450072050094,0.163500003516674,0.1759870132295097,0.3400000035762787,246,1.0,0,2,5,7,12,21,0,0,0,0,5,9,0,0,0,0,2,3,0,0,0,0,1,2,0,0,0,0,0,0
1,JP,3358.T,2020,242,2020-01-06,2020-12-30,25.200000762939453,46.30000114440918,44.81652887990652,60.20000076293945,242,1.0,0,4,1,5,17,42,0,1,0,1,4,10,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2,JP,8918.T,2020,242,2020-01-06,2020-12-30,7.632178783416748,9.063211917877195,9.205132701180196,11.44826889038086,242,1.0,206,33,37,70,76,199,0,0,0,0,3,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,JP,8105.T,2020,242,2020-01-06,2020-12-30,48.78508758544922,66.0,68.8588519923943,96.5745620727539,242,1.0,0,0,1,1,6,9,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,JP,2694.T,2020,242,2020-01-06,2020-12-30,61.38608169555664,68.2067642211914,69.209004614964,81.30245971679688,242,1.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,JP,8107.T,2020,242,2020-01-06,2020-12-30,21.0,25.0,25.59090909090909,33.0,242,1.0,0,1,0,1,5,22,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,JP,8789.T,2020,242,2020-01-06,2020-12-30,30.569412231445312,42.98823928833008,45.32910234277899,69.7364730834961,242,1.0,0,1,1,2,10,30,0,0,0,0,2,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
7,JP,8836.T,2020,242,2020-01-06,2020-12-30,17.0,25.0,24.785123966942148,34.0,242,1.0,0,1,1,2,10,50,0,0,0,0,1,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
8,JP,9704.T,2020,242,2020-01-06,2020-12-30,19.0,27.0,26.40495867768595,33.0,242,1.0,0,0,0,0,9,30,0,0,0,0,1,4,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0
